user_id,store city,order total,order size,store id, price/drink ,placed order time (UTC) [DAY],placed order time (UTC),finished prep time (UTC),order picked up time (UTC),day of the week,refund total,rating,Account Created 
60159,city C,$80.8,8,wehqk, $10.1 ,1,2:30:00 AM,2:34:00 AM,2:36:00 AM,Monday,$1.0,5,2021
3009,city B,$80.8,8,bjdwe, $10.1 ,3,3:57:00 AM,4:02:00 AM,4:07:00 AM,Wednesday,$4.0,0,2020
83205,city C,$80.8,8,wehqk, $10.1 ,2,8:10:00 PM,8:21:00 PM,8:59:00 PM,Tuesday,$4.0,1,2019
6710,city A,$30.3,3,acjde, $10.1 ,7,2:48:00 AM,2:54:00 AM,4:52:00 AM,Sunday,$0.0,4,2020
4010,city B,$30.3,3,bjdwe, $10.1 ,5,8:07:00 PM,8:15:00 PM,8:36:00 PM,Friday,$9.0,3,2022
10052,city A,$90.5,9,acjde, $10.1 ,1,4:22:00 AM,4:30:00 AM,4:43:00 AM,Monday,$10.0,0,2021
71624,city B,$90.5,9,bjdwe, $10.1 ,7,8:51:00 PM,9:02:00 PM,9:44:00 PM,Sunday,$9.0,1,2021
33920,city C,$90.5,9,wehqk, $10.1 ,5,2:15:00 AM,2:23:00 AM,3:31:00 AM,Friday,$4.0,3,2021
10294,city C,$90.5,9,wehqk, $10.1 ,4,8:20:00 PM,8:27:00 PM,9:42:00 PM,Thursday,$10.0,3,2021
1011,city B,$90.5,9,bjdwe, $10.1 ,4,3:53:00 AM,4:02:00 AM,5:06:00 AM,Thursday,$4.0,2,2022
2512,city C,$40.2,4,wehqk, $10.1 ,2,3:10:00 AM,3:18:00 AM,4:35:00 AM,Tuesday,$0.0,4,2020
4092,city B,$40.2,4,bjdwe, $10.1 ,7,9:04:00 PM,9:09:00 PM,10:33:00 PM,Sunday,$10.0,3,2019
3964,city A,$90.4,9,acjde, $10.0 ,6,2:13:00 AM,2:18:00 AM,3:17:00 AM,Saturday,$4.0,5,2022
13958,city A,$90.4,9,acjde, $10.0 ,3,7:42:00 PM,7:53:00 PM,8:09:00 PM,Wednesday,$4.0,1,2022
4983,city A,$90.4,9,acjde, $10.0 ,2,6:55:00 PM,7:04:00 PM,7:13:00 PM,Tuesday,$0.0,4,2020
97649,city A,$90.4,9,acjde, $10.0 ,1,9:25:00 PM,9:34:00 PM,10:52:00 PM,Monday,$0.0,3,2020
6502,city C,$90.4,9,wehqk, $10.0 ,5,6:24:00 PM,6:34:00 PM,7:08:00 PM,Friday,$10.0,0,2021
48895,city A,$80.1,8,acjde, $10.0 ,2,3:42:00 AM,3:46:00 AM,4:50:00 AM,Tuesday,$4.0,5,2020
959,city C,$80.1,8,wehqk, $10.0 ,1,8:49:00 PM,8:59:00 PM,9:26:00 PM,Monday,$3.0,0,2020
12300,city C,$80.1,8,wehqk, $10.0 ,4,2:05:00 AM,2:13:00 AM,3:40:00 AM,Thursday,$0.0,3,2019
9512,city A,$30.0,3,acjde, $10.0 ,6,8:18:00 PM,8:27:00 PM,8:59:00 PM,Saturday,$0.0,1,2020
2562,city A,$90.0,9,acjde, $10.0 ,5,8:17:00 PM,8:22:00 PM,10:04:00 PM,Friday,$0.0,4,2020
95807,city C,$30.0,3,wehqk, $10.0 ,3,2:56:00 AM,3:00:00 AM,4:47:00 AM,Wednesday,$0.0,5,2022
92490,city C,$30.0,3,wehqk, $10.0 ,1,1:47:00 AM,1:53:00 AM,3:41:00 AM,Monday,$0.0,4,2021
3006,city A,$30.0,3,acjde, $10.0 ,3,3:24:00 AM,3:29:00 AM,5:03:00 AM,Wednesday,$0.0,3,2020
199819,city A,$20.0,2,acjde, $10.0 ,5,7:50:00 PM,7:59:00 PM,8:27:00 PM,Friday,$0.0,3,2021
106159,city B,$20.0,2,bjdwe, $10.0 ,2,4:09:00 AM,4:19:00 AM,5:08:00 AM,Tuesday,$0.0,3,2021
98888,city B,$20.0,2,bjdwe, $10.0 ,3,2:01:00 AM,2:06:00 AM,3:01:00 AM,Wednesday,$0.0,5,2021
114,city A,$20.0,2,acjde, $10.0 ,5,10:21:00 PM,10:28:00 PM,10:47:00 PM,Friday,$0.0,3,2020
1747,city B,$20.0,2,bjdwe, $10.0 ,7,7:56:00 PM,8:07:00 PM,9:34:00 PM,Sunday,$0.0,3,2021
12708,city C,$90.0,9,wehqk, $10.0 ,6,3:18:00 AM,3:24:00 AM,5:13:00 AM,Saturday,$0.0,5,2019
24920,city C,$90.0,9,wehqk, $10.0 ,3,4:26:00 AM,4:36:00 AM,5:41:00 AM,Wednesday,$0.0,4,2020
83971,city C,$90.0,9,wehqk, $10.0 ,7,2:33:00 AM,2:37:00 AM,4:04:00 AM,Sunday,$0.0,4,2019
29565,city C,$90.0,9,wehqk, $10.0 ,1,4:00:00 AM,4:04:00 AM,5:11:00 AM,Monday,$0.0,3,2020
91627,city B,$30.0,3,bjdwe, $10.0 ,7,8:46:00 PM,8:55:00 PM,9:53:00 PM,Sunday,$0.0,4,2019
2011,city B,$69.9,7,bjdwe, $10.0 ,7,2:21:00 AM,2:28:00 AM,3:35:00 AM,Sunday,$0.0,4,2022
199572,city B,$69.9,7,bjdwe, $10.0 ,7,3:12:00 AM,3:20:00 AM,5:09:00 AM,Sunday,$0.0,5,2022
6081,city A,$30.0,3,acjde, $10.0 ,4,8:40:00 PM,8:47:00 PM,10:03:00 PM,Thursday,$0.0,4,2019
3392,city B,$59.9,6,bjdwe, $10.0 ,1,10:29:00 PM,10:39:00 PM,11:07:00 PM,Monday,$0.0,3,2020
8703,city A,$89.6,9,acjde, $10.0 ,2,1:34:00 AM,1:43:00 AM,1:44:00 AM,Tuesday,$0.0,5,2021
79435,city A,$89.6,9,acjde, $10.0 ,3,4:20:00 AM,4:24:00 AM,4:47:00 AM,Wednesday,$0.0,3,2022
6710,city A,$89.6,9,acjde, $10.0 ,1,2:22:00 AM,2:28:00 AM,4:12:00 AM,Monday,$0.0,4,2020
3433,city C,$89.6,9,wehqk, $10.0 ,7,5:51:00 AM,6:00:00 AM,7:35:00 AM,Sunday,$0.0,4,2022
6245,city B,$89.6,9,bjdwe, $10.0 ,3,3:11:00 AM,3:15:00 AM,3:59:00 AM,Wednesday,$0.0,3,2022
5538,city B,$39.8,4,bjdwe, $10.0 ,7,4:14:00 AM,4:18:00 AM,6:05:00 AM,Sunday,$0.0,5,2020
7200,city C,$39.8,4,wehqk, $10.0 ,2,9:09:00 PM,9:18:00 PM,10:53:00 PM,Tuesday,$0.0,5,2020
6286,city B,$29.8,3,bjdwe, $9.9 ,5,3:07:00 AM,3:17:00 AM,4:17:00 AM,Friday,$0.0,5,2020
45657,city B,$29.7,3,bjdwe, $9.9 ,7,4:11:00 AM,4:15:00 AM,5:49:00 AM,Sunday,$0.0,3,2021
156011,city B,$98.7,10,bjdwe, $9.9 ,6,2:03:00 AM,2:11:00 AM,3:42:00 AM,Saturday,$0.0,3,2019
79146,city B,$98.7,10,bjdwe, $9.9 ,6,4:02:00 AM,4:07:00 AM,4:31:00 AM,Saturday,$0.0,3,2020
1526,city C,$98.7,10,wehqk, $9.9 ,5,6:10:00 PM,6:17:00 PM,7:02:00 PM,Friday,$0.0,3,2019
489,city A,$29.6,3,acjde, $9.9 ,2,8:46:00 PM,8:57:00 PM,9:46:00 PM,Tuesday,$0.0,3,2019
14965,city B,$29.6,3,bjdwe, $9.9 ,2,8:24:00 PM,8:31:00 PM,10:16:00 PM,Tuesday,$0.0,5,2022
85878,city C,$29.6,3,wehqk, $9.9 ,5,8:17:00 PM,8:27:00 PM,8:46:00 PM,Friday,$0.0,4,2021
113442,city A,$78.9,8,acjde, $9.9 ,3,12:34:00 AM,12:41:00 AM,1:35:00 AM,Wednesday,$0.0,3,2022
113442,city A,$78.9,8,acjde, $9.9 ,7,4:14:00 AM,4:20:00 AM,5:09:00 AM,Sunday,$0.0,5,2022
4432,city C,$78.9,8,wehqk, $9.9 ,2,7:34:00 PM,7:42:00 PM,8:55:00 PM,Tuesday,$0.0,5,2020
100102,city B,$98.6,10,bjdwe, $9.9 ,7,3:41:00 AM,3:46:00 AM,4:25:00 AM,Sunday,$0.0,4,2019
79142,city A,$98.6,10,acjde, $9.9 ,6,12:08:00 AM,12:18:00 AM,1:52:00 AM,Saturday,$0.0,3,2020
84488,city C,$98.6,10,wehqk, $9.9 ,5,5:32:00 AM,5:36:00 AM,7:26:00 AM,Friday,$0.0,5,2020
1011,city B,$88.7,9,bjdwe, $9.9 ,3,11:52:00 PM,11:59:00 PM,1:15:00 AM,Wednesday,$0.0,5,2022
1384,city C,$88.7,9,wehqk, $9.9 ,6,1:32:00 AM,1:37:00 AM,2:57:00 AM,Saturday,$0.0,3,2020
13125,city C,$88.7,9,wehqk, $9.9 ,5,8:38:00 PM,8:45:00 PM,8:53:00 PM,Friday,$0.0,3,2022
97044,city B,$88.7,9,bjdwe, $9.9 ,6,4:50:00 AM,4:54:00 AM,6:26:00 AM,Saturday,$0.0,5,2021
197954,city B,$88.7,9,bjdwe, $9.9 ,1,7:54:00 PM,7:59:00 PM,9:31:00 PM,Monday,$0.0,5,2021
9189,city C,$29.5,3,wehqk, $9.8 ,3,2:54:00 AM,2:58:00 AM,3:13:00 AM,Wednesday,$0.0,4,2019
3657,city B,$29.5,3,bjdwe, $9.8 ,3,2:56:00 AM,3:07:00 AM,4:19:00 AM,Wednesday,$0.0,5,2019
1661,city C,$29.5,3,wehqk, $9.8 ,6,4:18:00 AM,4:23:00 AM,5:26:00 AM,Saturday,$0.0,5,2020
93954,city B,$9.8,1,bjdwe, $9.8 ,6,2:56:00 AM,3:03:00 AM,3:16:00 AM,Saturday,$0.0,4,2021
87244,city C,$9.8,1,wehqk, $9.8 ,4,3:50:00 AM,3:58:00 AM,5:47:00 AM,Thursday,$0.0,3,2022
193503,city A,$58.5,6,acjde, $9.8 ,5,6:29:00 PM,6:40:00 PM,7:56:00 PM,Friday,$0.0,5,2019
2512,city C,$29.2,3,wehqk, $9.7 ,4,8:29:00 PM,8:39:00 PM,8:45:00 PM,Thursday,$0.0,3,2020
57966,city B,$48.7,5,bjdwe, $9.7 ,1,8:29:00 PM,8:38:00 PM,10:36:00 PM,Monday,$0.0,4,2020
56808,city A,$48.7,5,acjde, $9.7 ,7,1:29:00 AM,1:37:00 AM,1:59:00 AM,Sunday,$0.0,5,2019
899,city C,$87.5,9,wehqk, $9.7 ,5,1:08:00 AM,1:15:00 AM,2:43:00 AM,Friday,$0.0,5,2022
550,city B,$87.5,9,bjdwe, $9.7 ,4,1:15:00 AM,1:20:00 AM,2:31:00 AM,Thursday,$0.0,5,2019
113442,city A,$87.5,9,acjde, $9.7 ,5,2:50:00 AM,2:54:00 AM,2:57:00 AM,Friday,$0.0,4,2022
71624,city B,$87.5,9,bjdwe, $9.7 ,3,2:36:00 AM,2:45:00 AM,4:28:00 AM,Wednesday,$0.0,3,2021
8000,city A,$87.5,9,acjde, $9.7 ,1,8:15:00 PM,8:21:00 PM,9:33:00 PM,Monday,$0.0,3,2020
10673,city A,$19.4,2,acjde, $9.7 ,1,4:10:00 AM,4:14:00 AM,4:29:00 AM,Monday,$0.0,3,2020
190380,city B,$29.0,3,bjdwe, $9.7 ,2,2:23:00 AM,2:29:00 AM,2:45:00 AM,Tuesday,$0.0,5,2020
2456,city C,$29.0,3,wehqk, $9.7 ,3,8:25:00 PM,8:32:00 PM,8:54:00 PM,Wednesday,$0.0,3,2022
88854,city B,$29.0,3,bjdwe, $9.7 ,3,11:59:00 PM,12:09:00 AM,12:20:00 AM,Wednesday,$0.0,5,2022
13447,city C,$29.0,3,wehqk, $9.7 ,3,8:40:00 PM,8:46:00 PM,9:18:00 PM,Wednesday,$0.0,4,2019
92481,city B,$29.0,3,bjdwe, $9.7 ,1,10:33:00 PM,10:37:00 PM,10:50:00 PM,Monday,$0.0,3,2022
12761,city C,$38.6,4,wehqk, $9.7 ,3,1:10:00 AM,1:20:00 AM,3:02:00 AM,Wednesday,$0.0,5,2019
1210,city C,$19.3,2,wehqk, $9.7 ,6,8:04:00 PM,8:12:00 PM,8:58:00 PM,Saturday,$0.0,3,2022
12980,city B,$38.6,4,bjdwe, $9.7 ,5,8:33:00 PM,8:43:00 PM,9:32:00 PM,Friday,$0.0,3,2019
959,city C,$67.5,7,wehqk, $9.6 ,7,1:31:00 AM,1:35:00 AM,3:27:00 AM,Sunday,$0.0,3,2020
899,city C,$67.5,7,wehqk, $9.6 ,4,2:56:00 AM,3:06:00 AM,4:25:00 AM,Thursday,$0.0,3,2022
6245,city B,$48.0,5,bjdwe, $9.6 ,7,4:29:00 AM,4:38:00 AM,6:11:00 AM,Sunday,$0.0,4,2022
8656,city A,$48.0,5,acjde, $9.6 ,4,2:30:00 AM,2:39:00 AM,2:42:00 AM,Thursday,$0.0,3,2019
81139,city C,$19.2,2,wehqk, $9.6 ,5,8:34:00 PM,8:43:00 PM,9:31:00 PM,Friday,$0.0,5,2021
1291,city B,$9.6,1,bjdwe, $9.6 ,6,1:34:00 AM,1:42:00 AM,3:28:00 AM,Saturday,$0.0,4,2019
1704,city C,$9.6,1,wehqk, $9.6 ,1,2:30:00 AM,2:34:00 AM,4:25:00 AM,Monday,$0.0,4,2020
81869,city A,$19.2,2,acjde, $9.6 ,6,3:27:00 AM,3:34:00 AM,4:01:00 AM,Saturday,$0.0,4,2019
64488,city B,$19.2,2,bjdwe, $9.6 ,4,10:25:00 PM,10:32:00 PM,12:16:00 AM,Thursday,$0.0,4,2020
194709,city B,$95.6,10,bjdwe, $9.6 ,7,2:23:00 AM,2:33:00 AM,4:02:00 AM,Sunday,$0.0,3,2022
79435,city A,$95.6,10,acjde, $9.6 ,7,2:45:00 AM,2:53:00 AM,4:40:00 AM,Sunday,$0.0,4,2022
79136,city A,$95.6,10,acjde, $9.6 ,6,4:43:00 AM,4:53:00 AM,5:42:00 AM,Saturday,$0.0,5,2020
69975,city A,$47.7,5,acjde, $9.5 ,5,2:16:00 AM,2:26:00 AM,3:03:00 AM,Friday,$0.0,4,2022
79136,city A,$47.7,5,acjde, $9.5 ,4,1:45:00 AM,1:51:00 AM,3:43:00 AM,Thursday,$0.0,5,2020
1704,city C,$28.6,3,wehqk, $9.5 ,1,5:00:00 AM,5:11:00 AM,5:46:00 AM,Monday,$0.0,4,2020
194008,city C,$28.6,3,wehqk, $9.5 ,5,2:13:00 AM,2:17:00 AM,3:04:00 AM,Friday,$0.0,3,2022
113471,city B,$28.6,3,bjdwe, $9.5 ,1,8:57:00 PM,9:08:00 PM,10:14:00 PM,Monday,$0.0,5,2022
193503,city A,$38.1,4,acjde, $9.5 ,6,2:21:00 AM,2:25:00 AM,3:10:00 AM,Saturday,$0.0,5,2019
13489,city A,$38.1,4,acjde, $9.5 ,4,8:02:00 PM,8:11:00 PM,8:41:00 PM,Thursday,$0.0,3,2020
76264,city B,$47.6,5,bjdwe, $9.5 ,1,3:29:00 AM,3:38:00 AM,5:32:00 AM,Monday,$0.0,5,2022
93902,city B,$28.5,3,bjdwe, $9.5 ,1,2:41:00 AM,2:46:00 AM,4:41:00 AM,Monday,$0.0,3,2019
156835,city B,$19.0,2,bjdwe, $9.5 ,6,2:07:00 AM,2:12:00 AM,2:20:00 AM,Saturday,$0.0,5,2022
88846,city A,$28.5,3,acjde, $9.5 ,6,10:39:00 PM,10:45:00 PM,11:54:00 PM,Saturday,$0.0,5,2020
113496,city C,$28.5,3,wehqk, $9.5 ,2,2:16:00 AM,2:27:00 AM,4:14:00 AM,Tuesday,$0.0,5,2019
8083,city A,$94.9,10,acjde, $9.5 ,7,3:01:00 AM,3:06:00 AM,3:54:00 AM,Sunday,$0.0,5,2019
10294,city C,$94.9,10,wehqk, $9.5 ,1,12:31:00 AM,12:39:00 AM,1:48:00 AM,Monday,$0.0,3,2021
105253,city B,$94.9,10,bjdwe, $9.5 ,4,8:02:00 PM,8:07:00 PM,8:16:00 PM,Thursday,$0.0,5,2020
17297,city C,$28.4,3,wehqk, $9.5 ,1,2:02:00 AM,2:06:00 AM,3:37:00 AM,Monday,$0.0,5,2022
10052,city A,$28.4,3,acjde, $9.5 ,3,9:29:00 PM,9:34:00 PM,9:53:00 PM,Wednesday,$0.0,3,2021
8076,city B,$28.4,3,bjdwe, $9.5 ,2,8:00:00 PM,8:04:00 PM,9:35:00 PM,Tuesday,$0.0,5,2019
13964,city A,$28.4,3,acjde, $9.5 ,4,9:59:00 PM,10:10:00 PM,11:56:00 PM,Thursday,$0.0,5,2020
92300,city A,$28.4,3,acjde, $9.5 ,7,8:12:00 PM,8:17:00 PM,8:57:00 PM,Sunday,$0.0,4,2020
190419,city C,$28.4,3,wehqk, $9.5 ,1,2:01:00 AM,2:12:00 AM,3:59:00 AM,Monday,$0.0,4,2020
17297,city C,$47.3,5,wehqk, $9.5 ,7,8:14:00 PM,8:25:00 PM,9:11:00 PM,Sunday,$0.0,4,2022
68187,city A,$37.6,4,acjde, $9.4 ,7,8:20:00 PM,8:27:00 PM,10:16:00 PM,Sunday,$0.0,4,2021
17146,city B,$18.8,2,bjdwe, $9.4 ,4,2:16:00 AM,2:22:00 AM,3:08:00 AM,Thursday,$0.0,5,2022
6668,city C,$18.8,2,wehqk, $9.4 ,1,3:10:00 AM,3:19:00 AM,3:50:00 AM,Monday,$0.0,5,2019
78104,city A,$37.6,4,acjde, $9.4 ,1,8:01:00 PM,8:10:00 PM,8:37:00 PM,Monday,$0.0,3,2022
4052,city A,$18.8,2,acjde, $9.4 ,6,8:56:00 PM,9:03:00 PM,9:11:00 PM,Saturday,$0.0,4,2021
79657,city C,$18.8,2,wehqk, $9.4 ,7,2:04:00 AM,2:15:00 AM,3:00:00 AM,Sunday,$0.0,4,2021
1961,city C,$37.5,4,wehqk, $9.4 ,3,3:14:00 AM,3:20:00 AM,4:25:00 AM,Wednesday,$0.0,4,2021
6958,city A,$37.5,4,acjde, $9.4 ,4,5:43:00 AM,5:54:00 AM,7:12:00 AM,Thursday,$0.0,3,2022
1992,city A,$28.1,3,acjde, $9.4 ,4,2:12:00 AM,2:18:00 AM,2:30:00 AM,Thursday,$0.0,3,2019
93902,city B,$28.1,3,bjdwe, $9.4 ,6,5:43:00 AM,5:47:00 AM,7:03:00 AM,Saturday,$0.0,5,2019
79146,city B,$28.1,3,bjdwe, $9.4 ,1,8:37:00 PM,8:43:00 PM,8:58:00 PM,Monday,$0.0,5,2020
75781,city C,$74.9,8,wehqk, $9.4 ,3,2:35:00 AM,2:44:00 AM,2:50:00 AM,Wednesday,$0.0,5,2019
53502,city A,$74.9,8,acjde, $9.4 ,2,7:34:00 PM,7:42:00 PM,8:13:00 PM,Tuesday,$0.0,5,2021
1384,city C,$74.9,8,wehqk, $9.4 ,5,3:00:00 AM,3:08:00 AM,3:41:00 AM,Friday,$0.0,3,2020
57966,city B,$93.5,10,bjdwe, $9.3 ,2,3:06:00 AM,3:14:00 AM,5:07:00 AM,Tuesday,$0.0,3,2020
4100,city A,$93.5,10,acjde, $9.3 ,6,11:39:00 PM,11:43:00 PM,12:10:00 AM,Saturday,$0.0,5,2021
2576,city A,$93.5,10,acjde, $9.3 ,2,2:38:00 AM,2:47:00 AM,4:09:00 AM,Tuesday,$0.0,3,2020
6668,city C,$28.0,3,wehqk, $9.3 ,7,8:16:00 PM,8:23:00 PM,9:02:00 PM,Sunday,$0.0,3,2019
4097,city A,$28.0,3,acjde, $9.3 ,5,5:46:00 AM,5:51:00 AM,5:55:00 AM,Friday,$0.0,3,2022
195630,city C,$28.0,3,wehqk, $9.3 ,4,2:10:00 AM,2:18:00 AM,3:12:00 AM,Thursday,$0.0,3,2021
95286,city B,$56.0,6,bjdwe, $9.3 ,6,3:04:00 AM,3:13:00 AM,3:19:00 AM,Saturday,$0.0,5,2021
62744,city B,$28.0,3,bjdwe, $9.3 ,5,3:03:00 AM,3:12:00 AM,5:06:00 AM,Friday,$0.0,5,2022
10617,city B,$28.0,3,bjdwe, $9.3 ,4,3:25:00 AM,3:31:00 AM,3:45:00 AM,Thursday,$0.0,4,2021
85050,city A,$28.0,3,acjde, $9.3 ,3,8:03:00 PM,8:14:00 PM,8:42:00 PM,Wednesday,$0.0,3,2019
2405,city B,$37.3,4,bjdwe, $9.3 ,7,4:37:00 AM,4:45:00 AM,5:20:00 AM,Sunday,$0.0,4,2019
36702,city C,$37.3,4,wehqk, $9.3 ,2,8:54:00 PM,9:05:00 PM,10:10:00 PM,Tuesday,$0.0,3,2020
888,city C,$18.6,2,wehqk, $9.3 ,6,1:59:00 AM,2:07:00 AM,2:11:00 AM,Saturday,$0.0,5,2019
1992,city A,$18.6,2,acjde, $9.3 ,6,2:06:00 AM,2:13:00 AM,2:56:00 AM,Saturday,$0.0,4,2019
13964,city A,$9.3,1,acjde, $9.3 ,5,1:30:00 AM,1:38:00 AM,2:18:00 AM,Friday,$0.0,3,2020
14043,city C,$9.3,1,wehqk, $9.3 ,6,2:56:00 AM,3:01:00 AM,4:28:00 AM,Saturday,$0.0,3,2022
13902,city C,$27.9,3,wehqk, $9.3 ,5,2:25:00 AM,2:31:00 AM,4:19:00 AM,Friday,$0.0,4,2019
113424,city B,$27.9,3,bjdwe, $9.3 ,4,8:46:00 PM,8:52:00 PM,9:03:00 PM,Thursday,$0.0,3,2019
10942,city A,$27.9,3,acjde, $9.3 ,5,7:02:00 PM,7:13:00 PM,7:39:00 PM,Friday,$0.0,4,2022
81869,city A,$55.6,6,acjde, $9.3 ,2,3:33:00 AM,3:43:00 AM,5:42:00 AM,Tuesday,$0.0,3,2019
13018,city B,$27.7,3,bjdwe, $9.2 ,6,2:25:00 AM,2:29:00 AM,4:28:00 AM,Saturday,$0.0,3,2020
5917,city A,$27.7,3,acjde, $9.2 ,3,6:35:00 PM,6:45:00 PM,8:22:00 PM,Wednesday,$0.0,5,2022
199817,city B,$27.7,3,bjdwe, $9.2 ,7,2:23:00 AM,2:28:00 AM,3:12:00 AM,Sunday,$0.0,5,2020
4187,city C,$92.3,10,wehqk, $9.2 ,7,3:12:00 AM,3:19:00 AM,3:48:00 AM,Sunday,$0.0,4,2021
68759,city C,$18.5,2,wehqk, $9.2 ,7,1:40:00 AM,1:45:00 AM,2:40:00 AM,Sunday,$0.0,3,2019
3840,city B,$18.5,2,bjdwe, $9.2 ,7,1:25:00 AM,1:33:00 AM,2:37:00 AM,Sunday,$0.0,3,2019
8059,city C,$92.3,10,wehqk, $9.2 ,1,1:53:00 AM,2:02:00 AM,3:31:00 AM,Monday,$0.0,4,2021
3840,city B,$92.3,10,bjdwe, $9.2 ,4,4:33:00 AM,4:41:00 AM,6:21:00 AM,Thursday,$0.0,3,2019
1762,city A,$18.4,2,acjde, $9.2 ,1,2:12:00 AM,2:18:00 AM,3:12:00 AM,Monday,$0.0,5,2021
33389,city C,$18.4,2,wehqk, $9.2 ,1,1:32:00 AM,1:37:00 AM,2:42:00 AM,Monday,$0.0,4,2019
14965,city B,$9.2,1,bjdwe, $9.2 ,3,3:18:00 AM,3:27:00 AM,3:54:00 AM,Wednesday,$0.0,5,2022
43732,city C,$9.2,1,wehqk, $9.2 ,2,6:55:00 PM,7:05:00 PM,8:53:00 PM,Tuesday,$0.0,5,2019
7978,city A,$18.4,2,acjde, $9.2 ,1,6:09:00 PM,6:15:00 PM,6:55:00 PM,Monday,$0.0,5,2022
60670,city C,$18.4,2,wehqk, $9.2 ,2,7:33:00 PM,7:43:00 PM,8:48:00 PM,Tuesday,$0.0,3,2019
7210,city A,$18.4,2,acjde, $9.2 ,7,4:02:00 AM,4:10:00 AM,4:37:00 AM,Sunday,$0.0,4,2022
4205,city A,$18.4,2,acjde, $9.2 ,7,2:44:00 AM,2:50:00 AM,4:21:00 AM,Sunday,$0.0,4,2020
5189,city A,$18.4,2,acjde, $9.2 ,6,4:45:00 AM,4:54:00 AM,6:19:00 AM,Saturday,$0.0,4,2022
1738,city C,$18.4,2,wehqk, $9.2 ,5,8:36:00 PM,8:45:00 PM,9:12:00 PM,Friday,$0.0,5,2019
9761,city C,$18.4,2,wehqk, $9.2 ,7,4:09:00 AM,4:17:00 AM,5:35:00 AM,Sunday,$0.0,4,2020
62744,city B,$18.4,2,bjdwe, $9.2 ,6,10:09:00 PM,10:16:00 PM,11:22:00 PM,Saturday,$0.0,5,2022
10510,city A,$18.4,2,acjde, $9.2 ,5,8:19:00 PM,8:24:00 PM,10:08:00 PM,Friday,$0.0,4,2021
79136,city A,$18.4,2,acjde, $9.2 ,7,8:56:00 PM,9:06:00 PM,10:50:00 PM,Sunday,$0.0,5,2020
14689,city A,$18.4,2,acjde, $9.2 ,2,8:56:00 PM,9:07:00 PM,10:35:00 PM,Tuesday,$0.0,3,2019
83877,city A,$18.4,2,acjde, $9.2 ,2,8:12:00 PM,8:22:00 PM,9:20:00 PM,Tuesday,$0.0,5,2021
3196,city A,$18.4,2,acjde, $9.2 ,7,8:28:00 PM,8:35:00 PM,9:01:00 PM,Sunday,$0.0,4,2021
7408,city B,$18.4,2,bjdwe, $9.2 ,4,8:54:00 PM,9:03:00 PM,10:05:00 PM,Thursday,$0.0,3,2021
5694,city A,$18.4,2,acjde, $9.2 ,7,8:54:00 PM,9:04:00 PM,10:40:00 PM,Sunday,$0.0,5,2019
63262,city A,$27.5,3,acjde, $9.2 ,6,2:31:00 AM,2:40:00 AM,3:31:00 AM,Saturday,$0.0,5,2021
79657,city C,$27.5,3,wehqk, $9.2 ,4,4:06:00 AM,4:16:00 AM,5:00:00 AM,Thursday,$0.0,5,2021
95807,city C,$27.5,3,wehqk, $9.2 ,7,7:44:00 PM,7:52:00 PM,8:09:00 PM,Sunday,$0.0,3,2022
929,city C,$27.5,3,wehqk, $9.2 ,2,8:44:00 PM,8:54:00 PM,10:23:00 PM,Tuesday,$0.0,4,2021
45860,city B,$27.5,3,bjdwe, $9.2 ,3,5:26:00 AM,5:35:00 AM,6:19:00 AM,Wednesday,$0.0,4,2022
2536,city A,$27.5,3,acjde, $9.2 ,2,8:21:00 PM,8:26:00 PM,9:48:00 PM,Tuesday,$0.0,5,2022
1235,city B,$18.2,2,bjdwe, $9.1 ,4,4:47:00 AM,4:55:00 AM,4:56:00 AM,Thursday,$0.0,4,2021
195630,city C,$18.2,2,wehqk, $9.1 ,2,2:41:00 AM,2:49:00 AM,3:01:00 AM,Tuesday,$0.0,5,2021
14495,city C,$9.1,1,wehqk, $9.1 ,5,3:40:00 AM,3:45:00 AM,4:08:00 AM,Friday,$0.0,3,2019
6081,city A,$9.1,1,acjde, $9.1 ,5,3:48:00 AM,3:58:00 AM,5:15:00 AM,Friday,$0.0,3,2019
100102,city B,$9.1,1,bjdwe, $9.1 ,3,3:36:00 AM,3:41:00 AM,5:35:00 AM,Wednesday,$0.0,3,2019
13496,city C,$18.2,2,wehqk, $9.1 ,5,3:05:00 AM,3:15:00 AM,4:06:00 AM,Friday,$0.0,4,2022
10178,city A,$18.2,2,acjde, $9.1 ,3,3:00:00 AM,3:06:00 AM,5:05:00 AM,Wednesday,$0.0,5,2021
1573,city A,$18.2,2,acjde, $9.1 ,5,2:33:00 AM,2:41:00 AM,4:14:00 AM,Friday,$0.0,3,2019
3261,city A,$18.2,2,acjde, $9.1 ,6,2:59:00 AM,3:10:00 AM,4:04:00 AM,Saturday,$0.0,3,2021
3924,city A,$18.2,2,acjde, $9.1 ,6,4:16:00 AM,4:22:00 AM,4:33:00 AM,Saturday,$0.0,5,2020
28366,city C,$18.2,2,wehqk, $9.1 ,5,3:29:00 AM,3:35:00 AM,4:14:00 AM,Friday,$0.0,4,2019
1171,city C,$18.2,2,wehqk, $9.1 ,5,7:57:00 PM,8:05:00 PM,9:43:00 PM,Friday,$0.0,4,2022
60669,city C,$18.2,2,wehqk, $9.1 ,5,5:24:00 AM,5:29:00 AM,5:34:00 AM,Friday,$0.0,5,2022
