"user_id","store_city","order_total","order_size","store_id","price_drink","placed_order_time_utc_day","placed_order_time_utc","finished_prep_time_utc","order_picked_up_time_utc","day_of_the_week","refund_total","rating","account_created","order_prep_time"
4092,"city B",40.2,4,"bjdwe",10.1,"Sunday",21:04:00,21:09:00,22:33:00,"Sunday",10,3,2019,00:05:00
3964,"city A",90.4,9,"acjde",10,"Saturday",02:13:00,02:18:00,03:17:00,"Saturday",4,5,2022,00:05:00
13958,"city A",90.4,9,"acjde",10,"Wednesday",19:42:00,19:53:00,20:09:00,"Wednesday",4,1,2022,00:11:00
4983,"city A",90.4,9,"acjde",10,"Tuesday",18:55:00,19:04:00,19:13:00,"Tuesday",0,4,2020,00:09:00
97649,"city A",90.4,9,"acjde",10,"Monday",21:25:00,21:34:00,22:52:00,"Monday",0,3,2020,00:09:00
6502,"city C",90.4,9,"wehqk",10,"Friday",18:24:00,18:34:00,19:08:00,"Friday",10,0,2021,00:10:00
48895,"city A",80.1,8,"acjde",10,"Tuesday",03:42:00,03:46:00,04:50:00,"Tuesday",4,5,2020,00:04:00
959,"city C",80.1,8,"wehqk",10,"Monday",20:49:00,20:59:00,21:26:00,"Monday",3,0,2020,00:10:00
12300,"city C",80.1,8,"wehqk",10,"Thursday",02:05:00,02:13:00,03:40:00,"Thursday",0,3,2019,00:08:00
9512,"city A",30,3,"acjde",10,"Saturday",20:18:00,20:27:00,20:59:00,"Saturday",0,1,2020,00:09:00
2562,"city A",90,9,"acjde",10,"Friday",20:17:00,20:22:00,22:04:00,"Friday",0,4,2020,00:05:00
95807,"city C",30,3,"wehqk",10,"Wednesday",02:56:00,03:00:00,04:47:00,"Wednesday",0,5,2022,00:04:00
92490,"city C",30,3,"wehqk",10,"Monday",01:47:00,01:53:00,03:41:00,"Monday",0,4,2021,00:06:00
3006,"city A",30,3,"acjde",10,"Wednesday",03:24:00,03:29:00,05:03:00,"Wednesday",0,3,2020,00:05:00
199819,"city A",20,2,"acjde",10,"Friday",19:50:00,19:59:00,20:27:00,"Friday",0,3,2021,00:09:00
106159,"city B",20,2,"bjdwe",10,"Tuesday",04:09:00,04:19:00,05:08:00,"Tuesday",0,3,2021,00:10:00
98888,"city B",20,2,"bjdwe",10,"Wednesday",02:01:00,02:06:00,03:01:00,"Wednesday",0,5,2021,00:05:00
114,"city A",20,2,"acjde",10,"Friday",22:21:00,22:28:00,22:47:00,"Friday",0,3,2020,00:07:00
1747,"city B",20,2,"bjdwe",10,"Sunday",19:56:00,20:07:00,21:34:00,"Sunday",0,3,2021,00:11:00
12708,"city C",90,9,"wehqk",10,"Saturday",03:18:00,03:24:00,05:13:00,"Saturday",0,5,2019,00:06:00
24920,"city C",90,9,"wehqk",10,"Wednesday",04:26:00,04:36:00,05:41:00,"Wednesday",0,4,2020,00:10:00
83971,"city C",90,9,"wehqk",10,"Sunday",02:33:00,02:37:00,04:04:00,"Sunday",0,4,2019,00:04:00
29565,"city C",90,9,"wehqk",10,"Monday",04:00:00,04:04:00,05:11:00,"Monday",0,3,2020,00:04:00
91627,"city B",30,3,"bjdwe",10,"Sunday",20:46:00,20:55:00,21:53:00,"Sunday",0,4,2019,00:09:00
2011,"city B",69.9,7,"bjdwe",10,"Sunday",02:21:00,02:28:00,03:35:00,"Sunday",0,4,2022,00:07:00
199572,"city B",69.9,7,"bjdwe",10,"Sunday",03:12:00,03:20:00,05:09:00,"Sunday",0,5,2022,00:08:00
6081,"city A",30,3,"acjde",10,"Thursday",20:40:00,20:47:00,22:03:00,"Thursday",0,4,2019,00:07:00
3392,"city B",59.9,6,"bjdwe",10,"Monday",22:29:00,22:39:00,23:07:00,"Monday",0,3,2020,00:10:00
8703,"city A",89.6,9,"acjde",10,"Tuesday",01:34:00,01:43:00,01:44:00,"Tuesday",0,5,2021,00:09:00
79435,"city A",89.6,9,"acjde",10,"Wednesday",04:20:00,04:24:00,04:47:00,"Wednesday",0,3,2022,00:04:00
6710,"city A",89.6,9,"acjde",10,"Monday",02:22:00,02:28:00,04:12:00,"Monday",0,4,2020,00:06:00
3433,"city C",89.6,9,"wehqk",10,"Sunday",05:51:00,06:00:00,07:35:00,"Sunday",0,4,2022,00:09:00
6245,"city B",89.6,9,"bjdwe",10,"Wednesday",03:11:00,03:15:00,03:59:00,"Wednesday",0,3,2022,00:04:00
5538,"city B",39.8,4,"bjdwe",10,"Sunday",04:14:00,04:18:00,06:05:00,"Sunday",0,5,2020,00:04:00
7200,"city C",39.8,4,"wehqk",10,"Tuesday",21:09:00,21:18:00,22:53:00,"Tuesday",0,5,2020,00:09:00
6286,"city B",29.8,3,"bjdwe",9.9,"Friday",03:07:00,03:17:00,04:17:00,"Friday",0,5,2020,00:10:00
45657,"city B",29.7,3,"bjdwe",9.9,"Sunday",04:11:00,04:15:00,05:49:00,"Sunday",0,3,2021,00:04:00
156011,"city B",98.7,10,"bjdwe",9.9,"Saturday",02:03:00,02:11:00,03:42:00,"Saturday",0,3,2019,00:08:00
79146,"city B",98.7,10,"bjdwe",9.9,"Saturday",04:02:00,04:07:00,04:31:00,"Saturday",0,3,2020,00:05:00
1526,"city C",98.7,10,"wehqk",9.9,"Friday",18:10:00,18:17:00,19:02:00,"Friday",0,3,2019,00:07:00
489,"city A",29.6,3,"acjde",9.9,"Tuesday",20:46:00,20:57:00,21:46:00,"Tuesday",0,3,2019,00:11:00
14965,"city B",29.6,3,"bjdwe",9.9,"Tuesday",20:24:00,20:31:00,22:16:00,"Tuesday",0,5,2022,00:07:00
85878,"city C",29.6,3,"wehqk",9.9,"Friday",20:17:00,20:27:00,20:46:00,"Friday",0,4,2021,00:10:00
113442,"city A",78.9,8,"acjde",9.9,"Wednesday",00:34:00,00:41:00,01:35:00,"Wednesday",0,3,2022,00:07:00
113442,"city A",78.9,8,"acjde",9.9,"Sunday",04:14:00,04:20:00,05:09:00,"Sunday",0,5,2022,00:06:00
4432,"city C",78.9,8,"wehqk",9.9,"Tuesday",19:34:00,19:42:00,20:55:00,"Tuesday",0,5,2020,00:08:00
100102,"city B",98.6,10,"bjdwe",9.9,"Sunday",03:41:00,03:46:00,04:25:00,"Sunday",0,4,2019,00:05:00
79142,"city A",98.6,10,"acjde",9.9,"Saturday",00:08:00,00:18:00,01:52:00,"Saturday",0,3,2020,00:10:00
84488,"city C",98.6,10,"wehqk",9.9,"Friday",05:32:00,05:36:00,07:26:00,"Friday",0,5,2020,00:04:00
1011,"city B",88.7,9,"bjdwe",9.9,"Wednesday",23:52:00,23:59:00,01:15:00,"Wednesday",0,5,2022,00:07:00
1384,"city C",88.7,9,"wehqk",9.9,"Saturday",01:32:00,01:37:00,02:57:00,"Saturday",0,3,2020,00:05:00
13125,"city C",88.7,9,"wehqk",9.9,"Friday",20:38:00,20:45:00,20:53:00,"Friday",0,3,2022,00:07:00
97044,"city B",88.7,9,"bjdwe",9.9,"Saturday",04:50:00,04:54:00,06:26:00,"Saturday",0,5,2021,00:04:00
197954,"city B",88.7,9,"bjdwe",9.9,"Monday",19:54:00,19:59:00,21:31:00,"Monday",0,5,2021,00:05:00
9189,"city C",29.5,3,"wehqk",9.8,"Wednesday",02:54:00,02:58:00,03:13:00,"Wednesday",0,4,2019,00:04:00
3657,"city B",29.5,3,"bjdwe",9.8,"Wednesday",02:56:00,03:07:00,04:19:00,"Wednesday",0,5,2019,00:11:00
1661,"city C",29.5,3,"wehqk",9.8,"Saturday",04:18:00,04:23:00,05:26:00,"Saturday",0,5,2020,00:05:00
93954,"city B",9.8,1,"bjdwe",9.8,"Saturday",02:56:00,03:03:00,03:16:00,"Saturday",0,4,2021,00:07:00
87244,"city C",9.8,1,"wehqk",9.8,"Thursday",03:50:00,03:58:00,05:47:00,"Thursday",0,3,2022,00:08:00
193503,"city A",58.5,6,"acjde",9.8,"Friday",18:29:00,18:40:00,19:56:00,"Friday",0,5,2019,00:11:00
2512,"city C",29.2,3,"wehqk",9.7,"Thursday",20:29:00,20:39:00,20:45:00,"Thursday",0,3,2020,00:10:00
57966,"city B",48.7,5,"bjdwe",9.7,"Monday",20:29:00,20:38:00,22:36:00,"Monday",0,4,2020,00:09:00
56808,"city A",48.7,5,"acjde",9.7,"Sunday",01:29:00,01:37:00,01:59:00,"Sunday",0,5,2019,00:08:00
899,"city C",87.5,9,"wehqk",9.7,"Friday",01:08:00,01:15:00,02:43:00,"Friday",0,5,2022,00:07:00
550,"city B",87.5,9,"bjdwe",9.7,"Thursday",01:15:00,01:20:00,02:31:00,"Thursday",0,5,2019,00:05:00
113442,"city A",87.5,9,"acjde",9.7,"Friday",02:50:00,02:54:00,02:57:00,"Friday",0,4,2022,00:04:00
71624,"city B",87.5,9,"bjdwe",9.7,"Wednesday",02:36:00,02:45:00,04:28:00,"Wednesday",0,3,2021,00:09:00
8000,"city A",87.5,9,"acjde",9.7,"Monday",20:15:00,20:21:00,21:33:00,"Monday",0,3,2020,00:06:00
10673,"city A",19.4,2,"acjde",9.7,"Monday",04:10:00,04:14:00,04:29:00,"Monday",0,3,2020,00:04:00
190380,"city B",29,3,"bjdwe",9.7,"Tuesday",02:23:00,02:29:00,02:45:00,"Tuesday",0,5,2020,00:06:00
2456,"city C",29,3,"wehqk",9.7,"Wednesday",20:25:00,20:32:00,20:54:00,"Wednesday",0,3,2022,00:07:00
88854,"city B",29,3,"bjdwe",9.7,"Wednesday",23:59:00,00:09:00,00:20:00,"Wednesday",0,5,2022,NA
13447,"city C",29,3,"wehqk",9.7,"Wednesday",20:40:00,20:46:00,21:18:00,"Wednesday",0,4,2019,00:06:00
92481,"city B",29,3,"bjdwe",9.7,"Monday",22:33:00,22:37:00,22:50:00,"Monday",0,3,2022,00:04:00
12761,"city C",38.6,4,"wehqk",9.7,"Wednesday",01:10:00,01:20:00,03:02:00,"Wednesday",0,5,2019,00:10:00
1210,"city C",19.3,2,"wehqk",9.7,"Saturday",20:04:00,20:12:00,20:58:00,"Saturday",0,3,2022,00:08:00
12980,"city B",38.6,4,"bjdwe",9.7,"Friday",20:33:00,20:43:00,21:32:00,"Friday",0,3,2019,00:10:00
959,"city C",67.5,7,"wehqk",9.6,"Sunday",01:31:00,01:35:00,03:27:00,"Sunday",0,3,2020,00:04:00
899,"city C",67.5,7,"wehqk",9.6,"Thursday",02:56:00,03:06:00,04:25:00,"Thursday",0,3,2022,00:10:00
6245,"city B",48,5,"bjdwe",9.6,"Sunday",04:29:00,04:38:00,06:11:00,"Sunday",0,4,2022,00:09:00
8656,"city A",48,5,"acjde",9.6,"Thursday",02:30:00,02:39:00,02:42:00,"Thursday",0,3,2019,00:09:00
81139,"city C",19.2,2,"wehqk",9.6,"Friday",20:34:00,20:43:00,21:31:00,"Friday",0,5,2021,00:09:00
1291,"city B",9.6,1,"bjdwe",9.6,"Saturday",01:34:00,01:42:00,03:28:00,"Saturday",0,4,2019,00:08:00
1704,"city C",9.6,1,"wehqk",9.6,"Monday",02:30:00,02:34:00,04:25:00,"Monday",0,4,2020,00:04:00
81869,"city A",19.2,2,"acjde",9.6,"Saturday",03:27:00,03:34:00,04:01:00,"Saturday",0,4,2019,00:07:00
64488,"city B",19.2,2,"bjdwe",9.6,"Thursday",22:25:00,22:32:00,00:16:00,"Thursday",0,4,2020,00:07:00
194709,"city B",95.6,10,"bjdwe",9.6,"Sunday",02:23:00,02:33:00,04:02:00,"Sunday",0,3,2022,00:10:00
79435,"city A",95.6,10,"acjde",9.6,"Sunday",02:45:00,02:53:00,04:40:00,"Sunday",0,4,2022,00:08:00
79136,"city A",95.6,10,"acjde",9.6,"Saturday",04:43:00,04:53:00,05:42:00,"Saturday",0,5,2020,00:10:00
69975,"city A",47.7,5,"acjde",9.5,"Friday",02:16:00,02:26:00,03:03:00,"Friday",0,4,2022,00:10:00
79136,"city A",47.7,5,"acjde",9.5,"Thursday",01:45:00,01:51:00,03:43:00,"Thursday",0,5,2020,00:06:00
1704,"city C",28.6,3,"wehqk",9.5,"Monday",05:00:00,05:11:00,05:46:00,"Monday",0,4,2020,00:11:00
194008,"city C",28.6,3,"wehqk",9.5,"Friday",02:13:00,02:17:00,03:04:00,"Friday",0,3,2022,00:04:00
113471,"city B",28.6,3,"bjdwe",9.5,"Monday",20:57:00,21:08:00,22:14:00,"Monday",0,5,2022,00:11:00
193503,"city A",38.1,4,"acjde",9.5,"Saturday",02:21:00,02:25:00,03:10:00,"Saturday",0,5,2019,00:04:00
13489,"city A",38.1,4,"acjde",9.5,"Thursday",20:02:00,20:11:00,20:41:00,"Thursday",0,3,2020,00:09:00
76264,"city B",47.6,5,"bjdwe",9.5,"Monday",03:29:00,03:38:00,05:32:00,"Monday",0,5,2022,00:09:00
93902,"city B",28.5,3,"bjdwe",9.5,"Monday",02:41:00,02:46:00,04:41:00,"Monday",0,3,2019,00:05:00
156835,"city B",19,2,"bjdwe",9.5,"Saturday",02:07:00,02:12:00,02:20:00,"Saturday",0,5,2022,00:05:00
88846,"city A",28.5,3,"acjde",9.5,"Saturday",22:39:00,22:45:00,23:54:00,"Saturday",0,5,2020,00:06:00
113496,"city C",28.5,3,"wehqk",9.5,"Tuesday",02:16:00,02:27:00,04:14:00,"Tuesday",0,5,2019,00:11:00
8083,"city A",94.9,10,"acjde",9.5,"Sunday",03:01:00,03:06:00,03:54:00,"Sunday",0,5,2019,00:05:00
10294,"city C",94.9,10,"wehqk",9.5,"Monday",00:31:00,00:39:00,01:48:00,"Monday",0,3,2021,00:08:00
105253,"city B",94.9,10,"bjdwe",9.5,"Thursday",20:02:00,20:07:00,20:16:00,"Thursday",0,5,2020,00:05:00
17297,"city C",28.4,3,"wehqk",9.5,"Monday",02:02:00,02:06:00,03:37:00,"Monday",0,5,2022,00:04:00
10052,"city A",28.4,3,"acjde",9.5,"Wednesday",21:29:00,21:34:00,21:53:00,"Wednesday",0,3,2021,00:05:00
8076,"city B",28.4,3,"bjdwe",9.5,"Tuesday",20:00:00,20:04:00,21:35:00,"Tuesday",0,5,2019,00:04:00
13964,"city A",28.4,3,"acjde",9.5,"Thursday",21:59:00,22:10:00,23:56:00,"Thursday",0,5,2020,00:11:00
92300,"city A",28.4,3,"acjde",9.5,"Sunday",20:12:00,20:17:00,20:57:00,"Sunday",0,4,2020,00:05:00
190419,"city C",28.4,3,"wehqk",9.5,"Monday",02:01:00,02:12:00,03:59:00,"Monday",0,4,2020,00:11:00
17297,"city C",47.3,5,"wehqk",9.5,"Sunday",20:14:00,20:25:00,21:11:00,"Sunday",0,4,2022,00:11:00
68187,"city A",37.6,4,"acjde",9.4,"Sunday",20:20:00,20:27:00,22:16:00,"Sunday",0,4,2021,00:07:00
17146,"city B",18.8,2,"bjdwe",9.4,"Thursday",02:16:00,02:22:00,03:08:00,"Thursday",0,5,2022,00:06:00
6668,"city C",18.8,2,"wehqk",9.4,"Monday",03:10:00,03:19:00,03:50:00,"Monday",0,5,2019,00:09:00
78104,"city A",37.6,4,"acjde",9.4,"Monday",20:01:00,20:10:00,20:37:00,"Monday",0,3,2022,00:09:00
4052,"city A",18.8,2,"acjde",9.4,"Saturday",20:56:00,21:03:00,21:11:00,"Saturday",0,4,2021,00:07:00
79657,"city C",18.8,2,"wehqk",9.4,"Sunday",02:04:00,02:15:00,03:00:00,"Sunday",0,4,2021,00:11:00
1961,"city C",37.5,4,"wehqk",9.4,"Wednesday",03:14:00,03:20:00,04:25:00,"Wednesday",0,4,2021,00:06:00
6958,"city A",37.5,4,"acjde",9.4,"Thursday",05:43:00,05:54:00,07:12:00,"Thursday",0,3,2022,00:11:00
1992,"city A",28.1,3,"acjde",9.4,"Thursday",02:12:00,02:18:00,02:30:00,"Thursday",0,3,2019,00:06:00
93902,"city B",28.1,3,"bjdwe",9.4,"Saturday",05:43:00,05:47:00,07:03:00,"Saturday",0,5,2019,00:04:00
79146,"city B",28.1,3,"bjdwe",9.4,"Monday",20:37:00,20:43:00,20:58:00,"Monday",0,5,2020,00:06:00
75781,"city C",74.9,8,"wehqk",9.4,"Wednesday",02:35:00,02:44:00,02:50:00,"Wednesday",0,5,2019,00:09:00
53502,"city A",74.9,8,"acjde",9.4,"Tuesday",19:34:00,19:42:00,20:13:00,"Tuesday",0,5,2021,00:08:00
1384,"city C",74.9,8,"wehqk",9.4,"Friday",03:00:00,03:08:00,03:41:00,"Friday",0,3,2020,00:08:00
57966,"city B",93.5,10,"bjdwe",9.3,"Tuesday",03:06:00,03:14:00,05:07:00,"Tuesday",0,3,2020,00:08:00
4100,"city A",93.5,10,"acjde",9.3,"Saturday",23:39:00,23:43:00,00:10:00,"Saturday",0,5,2021,00:04:00
2576,"city A",93.5,10,"acjde",9.3,"Tuesday",02:38:00,02:47:00,04:09:00,"Tuesday",0,3,2020,00:09:00
6668,"city C",28,3,"wehqk",9.3,"Sunday",20:16:00,20:23:00,21:02:00,"Sunday",0,3,2019,00:07:00
4097,"city A",28,3,"acjde",9.3,"Friday",05:46:00,05:51:00,05:55:00,"Friday",0,3,2022,00:05:00
195630,"city C",28,3,"wehqk",9.3,"Thursday",02:10:00,02:18:00,03:12:00,"Thursday",0,3,2021,00:08:00
95286,"city B",56,6,"bjdwe",9.3,"Saturday",03:04:00,03:13:00,03:19:00,"Saturday",0,5,2021,00:09:00
62744,"city B",28,3,"bjdwe",9.3,"Friday",03:03:00,03:12:00,05:06:00,"Friday",0,5,2022,00:09:00
10617,"city B",28,3,"bjdwe",9.3,"Thursday",03:25:00,03:31:00,03:45:00,"Thursday",0,4,2021,00:06:00
85050,"city A",28,3,"acjde",9.3,"Wednesday",20:03:00,20:14:00,20:42:00,"Wednesday",0,3,2019,00:11:00
2405,"city B",37.3,4,"bjdwe",9.3,"Sunday",04:37:00,04:45:00,05:20:00,"Sunday",0,4,2019,00:08:00
36702,"city C",37.3,4,"wehqk",9.3,"Tuesday",20:54:00,21:05:00,22:10:00,"Tuesday",0,3,2020,00:11:00
888,"city C",18.6,2,"wehqk",9.3,"Saturday",01:59:00,02:07:00,02:11:00,"Saturday",0,5,2019,00:08:00
1992,"city A",18.6,2,"acjde",9.3,"Saturday",02:06:00,02:13:00,02:56:00,"Saturday",0,4,2019,00:07:00
13964,"city A",9.3,1,"acjde",9.3,"Friday",01:30:00,01:38:00,02:18:00,"Friday",0,3,2020,00:08:00
14043,"city C",9.3,1,"wehqk",9.3,"Saturday",02:56:00,03:01:00,04:28:00,"Saturday",0,3,2022,00:05:00
13902,"city C",27.9,3,"wehqk",9.3,"Friday",02:25:00,02:31:00,04:19:00,"Friday",0,4,2019,00:06:00
113424,"city B",27.9,3,"bjdwe",9.3,"Thursday",20:46:00,20:52:00,21:03:00,"Thursday",0,3,2019,00:06:00
10942,"city A",27.9,3,"acjde",9.3,"Friday",19:02:00,19:13:00,19:39:00,"Friday",0,4,2022,00:11:00
81869,"city A",55.6,6,"acjde",9.3,"Tuesday",03:33:00,03:43:00,05:42:00,"Tuesday",0,3,2019,00:10:00
13018,"city B",27.7,3,"bjdwe",9.2,"Saturday",02:25:00,02:29:00,04:28:00,"Saturday",0,3,2020,00:04:00
5917,"city A",27.7,3,"acjde",9.2,"Wednesday",18:35:00,18:45:00,20:22:00,"Wednesday",0,5,2022,00:10:00
199817,"city B",27.7,3,"bjdwe",9.2,"Sunday",02:23:00,02:28:00,03:12:00,"Sunday",0,5,2020,00:05:00
4187,"city C",92.3,10,"wehqk",9.2,"Sunday",03:12:00,03:19:00,03:48:00,"Sunday",0,4,2021,00:07:00
68759,"city C",18.5,2,"wehqk",9.2,"Sunday",01:40:00,01:45:00,02:40:00,"Sunday",0,3,2019,00:05:00
3840,"city B",18.5,2,"bjdwe",9.2,"Sunday",01:25:00,01:33:00,02:37:00,"Sunday",0,3,2019,00:08:00
8059,"city C",92.3,10,"wehqk",9.2,"Monday",01:53:00,02:02:00,03:31:00,"Monday",0,4,2021,00:09:00
3840,"city B",92.3,10,"bjdwe",9.2,"Thursday",04:33:00,04:41:00,06:21:00,"Thursday",0,3,2019,00:08:00
1762,"city A",18.4,2,"acjde",9.2,"Monday",02:12:00,02:18:00,03:12:00,"Monday",0,5,2021,00:06:00
33389,"city C",18.4,2,"wehqk",9.2,"Monday",01:32:00,01:37:00,02:42:00,"Monday",0,4,2019,00:05:00
14965,"city B",9.2,1,"bjdwe",9.2,"Wednesday",03:18:00,03:27:00,03:54:00,"Wednesday",0,5,2022,00:09:00
43732,"city C",9.2,1,"wehqk",9.2,"Tuesday",18:55:00,19:05:00,20:53:00,"Tuesday",0,5,2019,00:10:00
7978,"city A",18.4,2,"acjde",9.2,"Monday",18:09:00,18:15:00,18:55:00,"Monday",0,5,2022,00:06:00
60670,"city C",18.4,2,"wehqk",9.2,"Tuesday",19:33:00,19:43:00,20:48:00,"Tuesday",0,3,2019,00:10:00
7210,"city A",18.4,2,"acjde",9.2,"Sunday",04:02:00,04:10:00,04:37:00,"Sunday",0,4,2022,00:08:00
4205,"city A",18.4,2,"acjde",9.2,"Sunday",02:44:00,02:50:00,04:21:00,"Sunday",0,4,2020,00:06:00
5189,"city A",18.4,2,"acjde",9.2,"Saturday",04:45:00,04:54:00,06:19:00,"Saturday",0,4,2022,00:09:00
1738,"city C",18.4,2,"wehqk",9.2,"Friday",20:36:00,20:45:00,21:12:00,"Friday",0,5,2019,00:09:00
9761,"city C",18.4,2,"wehqk",9.2,"Sunday",04:09:00,04:17:00,05:35:00,"Sunday",0,4,2020,00:08:00
62744,"city B",18.4,2,"bjdwe",9.2,"Saturday",22:09:00,22:16:00,23:22:00,"Saturday",0,5,2022,00:07:00
10510,"city A",18.4,2,"acjde",9.2,"Friday",20:19:00,20:24:00,22:08:00,"Friday",0,4,2021,00:05:00
79136,"city A",18.4,2,"acjde",9.2,"Sunday",20:56:00,21:06:00,22:50:00,"Sunday",0,5,2020,00:10:00
14689,"city A",18.4,2,"acjde",9.2,"Tuesday",20:56:00,21:07:00,22:35:00,"Tuesday",0,3,2019,00:11:00
83877,"city A",18.4,2,"acjde",9.2,"Tuesday",20:12:00,20:22:00,21:20:00,"Tuesday",0,5,2021,00:10:00
3196,"city A",18.4,2,"acjde",9.2,"Sunday",20:28:00,20:35:00,21:01:00,"Sunday",0,4,2021,00:07:00
7408,"city B",18.4,2,"bjdwe",9.2,"Thursday",20:54:00,21:03:00,22:05:00,"Thursday",0,3,2021,00:09:00
5694,"city A",18.4,2,"acjde",9.2,"Sunday",20:54:00,21:04:00,22:40:00,"Sunday",0,5,2019,00:10:00
63262,"city A",27.5,3,"acjde",9.2,"Saturday",02:31:00,02:40:00,03:31:00,"Saturday",0,5,2021,00:09:00
79657,"city C",27.5,3,"wehqk",9.2,"Thursday",04:06:00,04:16:00,05:00:00,"Thursday",0,5,2021,00:10:00
95807,"city C",27.5,3,"wehqk",9.2,"Sunday",19:44:00,19:52:00,20:09:00,"Sunday",0,3,2022,00:08:00
929,"city C",27.5,3,"wehqk",9.2,"Tuesday",20:44:00,20:54:00,22:23:00,"Tuesday",0,4,2021,00:10:00
45860,"city B",27.5,3,"bjdwe",9.2,"Wednesday",05:26:00,05:35:00,06:19:00,"Wednesday",0,4,2022,00:09:00
2536,"city A",27.5,3,"acjde",9.2,"Tuesday",20:21:00,20:26:00,21:48:00,"Tuesday",0,5,2022,00:05:00
1235,"city B",18.2,2,"bjdwe",9.1,"Thursday",04:47:00,04:55:00,04:56:00,"Thursday",0,4,2021,00:08:00
195630,"city C",18.2,2,"wehqk",9.1,"Tuesday",02:41:00,02:49:00,03:01:00,"Tuesday",0,5,2021,00:08:00
14495,"city C",9.1,1,"wehqk",9.1,"Friday",03:40:00,03:45:00,04:08:00,"Friday",0,3,2019,00:05:00
6081,"city A",9.1,1,"acjde",9.1,"Friday",03:48:00,03:58:00,05:15:00,"Friday",0,3,2019,00:10:00
100102,"city B",9.1,1,"bjdwe",9.1,"Wednesday",03:36:00,03:41:00,05:35:00,"Wednesday",0,3,2019,00:05:00
13496,"city C",18.2,2,"wehqk",9.1,"Friday",03:05:00,03:15:00,04:06:00,"Friday",0,4,2022,00:10:00
10178,"city A",18.2,2,"acjde",9.1,"Wednesday",03:00:00,03:06:00,05:05:00,"Wednesday",0,5,2021,00:06:00
1573,"city A",18.2,2,"acjde",9.1,"Friday",02:33:00,02:41:00,04:14:00,"Friday",0,3,2019,00:08:00
3261,"city A",18.2,2,"acjde",9.1,"Saturday",02:59:00,03:10:00,04:04:00,"Saturday",0,3,2021,00:11:00
3924,"city A",18.2,2,"acjde",9.1,"Saturday",04:16:00,04:22:00,04:33:00,"Saturday",0,5,2020,00:06:00
28366,"city C",18.2,2,"wehqk",9.1,"Friday",03:29:00,03:35:00,04:14:00,"Friday",0,4,2019,00:06:00
1171,"city C",18.2,2,"wehqk",9.1,"Friday",19:57:00,20:05:00,21:43:00,"Friday",0,4,2022,00:08:00
60669,"city C",18.2,2,"wehqk",9.1,"Friday",05:24:00,05:29:00,05:34:00,"Friday",0,5,2022,00:05:00
13441,"city B",18.2,2,"bjdwe",9.1,"Wednesday",20:35:00,20:41:00,22:13:00,"Wednesday",0,3,2021,00:06:00
11264,"city C",18.2,2,"wehqk",9.1,"Sunday",20:44:00,20:53:00,22:50:00,"Sunday",0,3,2021,00:09:00
105310,"city B",18.2,2,"bjdwe",9.1,"Thursday",20:16:00,20:24:00,20:27:00,"Thursday",0,4,2020,00:08:00
2099,"city A",18.2,2,"acjde",9.1,"Wednesday",21:25:00,21:30:00,21:56:00,"Wednesday",0,4,2021,00:05:00
34125,"city C",18.2,2,"wehqk",9.1,"Tuesday",20:43:00,20:50:00,22:37:00,"Tuesday",0,4,2019,00:07:00
6048,"city C",18.2,2,"wehqk",9.1,"Friday",20:52:00,21:00:00,22:00:00,"Friday",0,4,2019,00:08:00
12030,"city B",18.2,2,"bjdwe",9.1,"Wednesday",19:07:00,19:13:00,19:21:00,"Wednesday",0,3,2019,00:06:00
197628,"city A",18.2,2,"acjde",9.1,"Thursday",02:09:00,02:18:00,03:32:00,"Thursday",0,4,2019,00:09:00
844,"city B",18.2,2,"bjdwe",9.1,"Friday",20:11:00,20:19:00,20:47:00,"Friday",0,3,2021,00:08:00
8276,"city B",18.2,2,"bjdwe",9.1,"Wednesday",20:02:00,20:06:00,20:16:00,"Wednesday",0,5,2021,00:04:00
4068,"city B",18.2,2,"bjdwe",9.1,"Tuesday",20:36:00,20:41:00,22:38:00,"Tuesday",0,3,2022,00:05:00
13567,"city A",18.2,2,"acjde",9.1,"Wednesday",21:59:00,22:07:00,22:21:00,"Wednesday",0,4,2020,00:08:00
14495,"city C",27.2,3,"wehqk",9.1,"Friday",03:23:00,03:32:00,04:45:00,"Friday",0,5,2019,00:09:00
56015,"city A",27.2,3,"acjde",9.1,"Thursday",20:48:00,20:58:00,21:05:00,"Thursday",0,3,2020,00:10:00
2643,"city B",27.2,3,"bjdwe",9.1,"Saturday",20:47:00,20:51:00,20:53:00,"Saturday",0,3,2020,00:04:00
63674,"city A",54.4,6,"acjde",9.1,"Sunday",02:46:00,02:53:00,04:07:00,"Sunday",0,3,2022,00:07:00
91848,"city B",90.5,10,"bjdwe",9.1,"Saturday",02:05:00,02:14:00,02:36:00,"Saturday",0,4,2019,00:09:00
38800,"city A",90.5,10,"acjde",9.1,"Monday",02:03:00,02:08:00,03:57:00,"Monday",0,5,2021,00:05:00
9408,"city A",90.5,10,"acjde",9.1,"Friday",04:03:00,04:11:00,05:43:00,"Friday",0,5,2021,00:08:00
11795,"city A",99.5,11,"acjde",9,"Saturday",01:07:00,01:16:00,02:57:00,"Saturday",0,4,2019,00:09:00
1376,"city A",99.5,11,"acjde",9,"Tuesday",03:02:00,03:09:00,05:05:00,"Tuesday",0,4,2019,00:07:00
196384,"city A",99.5,11,"acjde",9,"Monday",02:44:00,02:52:00,04:39:00,"Monday",0,3,2021,00:08:00
